local-authority-code_A,local-authority-code_B,distance,match,position
FAR,WIN,0.11060680424720047,97.3,4.0
RUH,HRT,0.109623761791251,97.3,4.0
RUH,SRY,0.1516330155624416,96.3,10.0
RUH,HAM,0.2634837152647807,93.60000000000001,19.0
RUH,WAE,0.1151109898076684,97.2,5.0
RUH,GRT,0.12859449200180928,96.89999999999999,7.0
RUH,WAR,0.35054725624652344,91.4,39.0
RUH,HAT,0.08078635573853826,98.0,2.0
RUH,SUR,0.07362207491258575,98.2,1.0
THE,DAC,0.08952598051722353,97.8,4.0
THE,HRT,0.20754457543902832,94.8,24.0
THE,KEN,0.354974230466463,91.10000000000001,66.0
THE,HER,0.11029811469161434,97.2,6.0
THE,BUC,0.2299216032069809,94.3,35.0
THE,HRW,0.0840669387167839,97.89999999999999,3.0
THE,SAL,0.09965408041795985,97.5,5.0
THE,WAT,0.03529125146002511,99.1,1.0
THE,HIL,0.07607078333608416,98.1,2.0
BRX,HRT,0.4444652079102556,89.2,83.0
BRX,ESS,0.2849529273327982,93.10000000000001,51.0
BRX,WEW,0.09416262661068314,97.7,5.0
BRX,EHE,0.09086001854922762,97.8,3.0
BRX,ENF,0.05221048312511581,98.7,1.0
BRX,EPP,0.12074142273687688,97.1,11.0
DAC,KEN,0.4267784364011007,89.1,72.0
DAC,HRT,0.23663661037525432,94.0,22.0
DAC,BUC,0.1656427417408623,95.8,8.0
DAC,THE,0.08952598051722353,97.7,1.0
DAC,SAL,0.12145604651047708,96.89999999999999,4.0
DAC,CBF,0.15640017447699378,96.0,6.0
EHE,KEN,0.23087064587162606,94.39999999999999,24.0
EHE,HRT,0.5048827530906819,87.8,90.0
EHE,HAR,0.09507239820797574,97.7,2.0
EHE,ESS,0.29457302946818253,92.9,43.0
EHE,UTT,0.1799121818789939,95.6,9.0
EHE,STV,0.11378774110853095,97.2,3.0
EHE,WEW,0.12800304505786678,96.89999999999999,4.0
EHE,NHE,0.1283912353840979,96.89999999999999,5.0
EHE,BRX,0.09086001854922762,97.8,1.0
EHE,EPP,0.1392948105642138,96.6,6.0
EHE,GLS,0.4512719290821659,89.1,77.0
SAL,DAC,0.12145604651047708,96.89999999999999,7.0
SAL,KEN,0.31630628740577293,92.0,57.0
SAL,HRT,0.30712255077342626,92.30000000000001,52.0
SAL,HER,0.07127502519351679,98.2,1.0
SAL,WEW,0.09089968017583389,97.7,3.0
SAL,NHE,0.14762056839148055,96.3,11.0
SAL,THE,0.09965408041795985,97.5,5.0
SAL,CBF,0.15966546043682667,96.0,14.0
SAL,WAT,0.07473718672275602,98.1,2.0
WEW,KEN,0.24050703386503766,94.0,40.0
WEW,HRT,0.377108078433832,90.7,67.0
WEW,HER,0.07678515170631507,98.1,1.0
WEW,EHE,0.12800304505786678,96.8,9.0
WEW,ENF,0.09923280778311697,97.5,6.0
WEW,NHE,0.12118450340249048,97.0,7.0
WEW,SAL,0.09089968017583389,97.7,3.0
WEW,BRX,0.09416262661068314,97.7,4.0
NHE,KEN,0.3340637460150808,91.7,47.0
NHE,HRT,0.4531428188198212,88.7,77.0
NHE,UTT,0.2886733228719722,92.80000000000001,31.0
NHE,STV,0.034650919921369365,99.1,1.0
NHE,EHE,0.1283912353840979,96.8,3.0
NHE,WEW,0.12118450340249048,97.0,2.0
NHE,CAM,0.27994791696617377,93.0,27.0
NHE,LUT,0.14687132311207826,96.3,4.0
NHE,SCA,0.21158970981524047,94.69999999999999,10.0
NHE,SAL,0.14762056839148055,96.3,5.0
NHE,CBF,0.15190652288163572,96.2,6.0
NHE,GLS,0.34376178752557285,91.5,50.0
WAT,KEN,0.32256427549735,92.0,60.0
WAT,HRT,0.23743037404366704,94.1,39.0
WAT,HER,0.07503598646717834,98.1,4.0
WAT,THE,0.03529125146002511,99.1,1.0
WAT,SAL,0.07473718672275602,98.1,3.0
STV,KEN,0.3040603455180516,92.5,43.0
STV,HRT,0.4310540390264683,89.3,74.0
STV,EHE,0.11378774110853095,97.2,3.0
STV,NHE,0.034650919921369365,99.1,1.0
TUN,KEN,0.3319098999711393,92.7,26.0
TUN,ROH,0.12441382017040394,97.3,3.0
TUN,SEV,0.19224992271009342,95.8,8.0
TUN,WEA,0.1692307840279169,96.3,5.0
TUN,LAN,1.1716109362514961,74.4,153.0
TUN,ASF,0.2359098505751041,94.8,12.0
TUN,ESX,0.15693501179120933,96.6,4.0
TUN,MAI,0.11811801149177231,97.39999999999999,2.0
TUN,TON,0.11137668938525581,97.6,1.0
SEV,BRY,0.09738431618236335,97.8,1.0
SEV,GRA,0.15813502538640947,96.39999999999999,7.0
SEV,BEX,0.11888984440843352,97.3,4.0
SEV,KEN,0.15996378791939134,96.39999999999999,8.0
SEV,WEA,0.19543201105950356,95.5,16.0
SEV,TUN,0.19224992271009342,95.6,15.0
SEV,ESX,0.2615913876196648,94.0,36.0
SEV,DAR,0.10919375072157617,97.5,2.0
SEV,TAN,0.13590798499097745,96.89999999999999,5.0
SEV,TON,0.11495665177962759,97.39999999999999,3.0
SEV,WAR,0.7478029103127195,83.0,122.0
TON,KEN,0.22592280969988052,95.0,15.0
TON,GRA,0.08540775204216601,98.1,1.0
TON,SEV,0.11495665177962759,97.39999999999999,3.0
TON,TUN,0.11137668938525581,97.5,2.0
TON,MDW,0.15967608604982594,96.39999999999999,7.0
TON,MAI,0.140645442628625,96.89999999999999,5.0
ASF,KEN,0.513208309022865,89.3,33.0
ASF,ROH,0.19854006648139239,95.8,4.0
ASF,SWL,0.13650977723065855,97.1,2.0
ASF,LAN,1.3341905827042857,72.1,152.0
ASF,TUN,0.2359098505751041,95.1,7.0
ASF,ESX,0.3378129922334075,92.9,15.0
ASF,MAI,0.16093566982499072,96.6,3.0
ASF,CAT,0.2024022109998592,95.8,5.0
ASF,SHE,0.12363132727031678,97.39999999999999,1.0
MAI,KEN,0.3526610608065679,92.4,29.0
MAI,SWL,0.1566986036456473,96.6,4.0
MAI,LAN,1.1799373815646301,74.5,151.0
MAI,TUN,0.11811801149177231,97.39999999999999,1.0
MAI,ASF,0.16093566982499072,96.5,6.0
MAI,MDW,0.12072759406516882,97.39999999999999,2.0
MAI,TON,0.140645442628625,97.0,3.0
DAR,KEN,0.11243457039292015,97.39999999999999,7.0
DAR,GRA,0.08945624605261315,98.0,4.0
DAR,BEX,0.07124026756092317,98.4,1.0
DAR,SEV,0.10919375072157617,97.5,6.0
DAR,THR,0.08642531223039714,98.0,3.0
GRA,KEN,0.19958120730551923,95.5,15.0
GRA,SEV,0.15813502538640947,96.5,10.0
GRA,THR,0.0654175521760245,98.5,1.0
GRA,MDW,0.10793932449269725,97.6,4.0
GRA,DAR,0.08945624605261315,98.0,3.0
GRA,TON,0.08540775204216601,98.1,2.0
CHO,LAN,1.3150380657658072,51.800000000000004,163.0
CHO,BBD,0.1075319381353353,96.1,4.0
CHO,BOL,0.1178872453557368,95.7,5.0
CHO,WLA,0.14163033927996216,94.8,7.0
CHO,WGN,0.09284787382454236,96.6,2.0
CHO,SRI,0.05539252145676004,98.0,1.0
ROS,RCH,0.08040074762214165,97.0,3.0
ROS,CLD,0.1728342483896499,93.5,13.0
ROS,BUN,0.059929271407979885,97.7,1.0
ROS,BBD,0.1172048497768238,95.6,6.0
ROS,BUR,0.07196981816374108,97.3,2.0
ROS,LEC,0.4214639376087738,84.1,37.0
ROS,HYN,0.08231699869183084,96.89999999999999,4.0
PRE,FYL,0.132396211055714,95.19999999999999,4.0
PRE,LAN,1.3920325229444552,49.2,168.0
PRE,RIB,0.15964326511203702,94.19999999999999,6.0
PRE,LEC,0.667513076164666,75.6,55.0
PRE,WYR,0.10720062189941056,96.1,3.0
PRE,SRI,0.05331962420790542,98.1,1.0
PEN,CLD,0.153315048388513,94.3,5.0
PEN,BUN,0.058738585289499406,97.8,1.0
PEN,CRA,0.1352756898349933,95.0,3.0
PEN,RIB,0.15353342718317525,94.3,6.0
PEN,NYK,0.4312357535218384,84.0,33.0
PEN,LEC,0.4716345417210191,82.5,41.0
PEN,BRD,0.19299124165998274,92.80000000000001,9.0
BUN,CLD,0.1497102550116913,94.39999999999999,6.0
BUN,PEN,0.058738585289499406,97.8,1.0
BUN,RIB,0.15275343809964628,94.3,7.0
BUN,ROS,0.059929271407979885,97.8,2.0
BUN,LEC,0.44134415700424573,83.5,39.0
BUN,HYN,0.09893520178658052,96.3,3.0
HIN,CHA,0.1646347709457019,94.89999999999999,8.0
HIN,BLA,0.1056502376898516,96.7,3.0
HIN,LEC,0.44747227179550975,86.2,50.0
HIN,NUN,0.08848737444600445,97.3,2.0
HIN,NWA,0.14856906465898015,95.39999999999999,5.0
HIN,LIN,0.6223768432587565,80.80000000000001,78.0
HIN,RUG,0.15140108526665189,95.3,6.0
HIN,NWL,0.08659986731863742,97.3,1.0
HIN,WAR,0.5900727935097567,81.8,71.0
MEL,SKE,0.20475423865264977,94.0,8.0
MEL,CHA,0.17690606851887616,94.8,3.0
MEL,RUS,0.12755516716773801,96.3,1.0
MEL,HAO,0.18479652141609365,94.6,4.0
MEL,LEC,0.5970052585032963,82.5,62.0
MEL,NEA,0.210484543330493,93.8,9.0
MEL,RUT,0.1489822837215304,95.6,2.0
MEL,NTT,0.30463931195896765,91.10000000000001,18.0
MEL,LIN,0.28473311513490834,91.7,15.0
HAO,WNT,0.20001499630887795,94.1,7.0
HAO,MEL,0.18479652141609365,94.6,6.0
HAO,BLA,0.13032211060489704,96.2,4.0
HAO,CHA,0.15042474653918703,95.6,5.0
HAO,OAD,0.059767201279103316,98.2,1.0
HAO,LEC,0.6241473183590793,81.69999999999999,73.0
HAO,RUT,0.22447633211545584,93.4,9.0
HAO,RUG,0.215206416954365,93.7,8.0
HAO,NNT,0.24194684104847541,92.9,12.0
HAO,LCE,0.09588764234128923,97.2,2.0
HAO,WAR,0.4638006087693466,86.4,41.0
BLA,CHA,0.11336179883461693,96.6,4.0
BLA,HAO,0.13032211060489704,96.1,5.0
BLA,OAD,0.07773081873914058,97.6,2.0
BLA,LEC,0.5253635480077663,84.1,57.0
BLA,HIN,0.1056502376898516,96.8,3.0
BLA,RUG,0.13368671287553133,95.89999999999999,6.0
BLA,LCE,0.06964819893942241,97.89999999999999,1.0
BLA,WAR,0.5186899322068278,84.3,56.0
CHA,MEL,0.17690606851887616,94.6,11.0
CHA,BLA,0.11336179883461693,96.5,3.0
CHA,RUS,0.12125955040214971,96.3,4.0
CHA,HAO,0.15042474653918703,95.39999999999999,6.0
CHA,LEC,0.4769172318517327,85.39999999999999,47.0
CHA,NWL,0.15538782976725268,95.19999999999999,7.0
CHA,NTT,0.31889511895929484,90.2,26.0
CHA,HIN,0.1646347709457019,95.0,8.0
CHA,LIN,0.45858273842352576,85.9,43.0
CHA,LCE,0.06346866192258142,98.1,1.0
OAD,LEC,0.5667297801617897,83.1,64.0
OAD,HAO,0.059767201279103316,98.2,2.0
OAD,LCE,0.03851091771365826,98.9,1.0
OAD,BLA,0.07773081873914058,97.7,3.0
WLI,ELI,0.3149423555599924,91.10000000000001,10.0
WLI,NEL,0.22166616520764565,93.7,4.0
WLI,NLN,0.14522585078261602,95.89999999999999,2.0
WLI,NFK,0.9448744891144278,73.2,93.0
WLI,NEA,0.3094028481863959,91.2,9.0
WLI,BAE,0.2860675015264828,91.9,7.0
WLI,NTT,0.3563113549118195,89.9,12.0
WLI,LIN,0.2557692701974525,92.7,6.0
WLI,NKE,0.19777875709572734,94.39999999999999,3.0
WLI,OXF,0.9726420334369261,72.39999999999999,98.0
WLI,LIC,0.11469016776274442,96.7,1.0
SKE,MEL,0.20475423865264977,94.3,4.0
SKE,LEC,0.7672643312676748,78.60000000000001,84.0
SKE,SHO,0.29296919530581694,91.8,9.0
SKE,RUT,0.1457186004496534,95.89999999999999,2.0
SKE,NEA,0.29568720646995206,91.8,10.0
SKE,NTT,0.40552201525619813,88.7,24.0
SKE,LIN,0.102753403409401,97.1,1.0
SKE,PTE,0.22391135628255043,93.8,5.0
SKE,NNT,0.27688952316520515,92.30000000000001,7.0
SKE,NKE,0.14847681079988678,95.89999999999999,3.0
SHO,BOT,0.11140223915278882,97.1,1.0
SHO,SKE,0.29296919530581694,92.5,9.0
SHO,FEN,0.1595497206826309,95.89999999999999,2.0
SHO,CAM,0.3025288371270477,92.2,10.0
SHO,NFK,0.5853821272865743,84.89999999999999,31.0
SHO,KIN,0.3052629663059288,92.10000000000001,11.0
SHO,PTE,0.1759193015375403,95.5,3.0
SHO,LIN,0.26505422775024523,93.2,5.0
SHO,NKE,0.3076997487724946,92.10000000000001,12.0
BOT,SHO,0.11140223915278882,97.1,1.0
BOT,ELI,0.1755897746910007,95.39999999999999,2.0
BOT,LIN,0.2383075476400523,93.8,3.0
BOT,NKE,0.26215076094871226,93.2,4.0
NKE,BOT,0.26215076094871226,92.7,5.0
NKE,ELI,0.29920092040684126,91.7,8.0
NKE,WLI,0.19777875709572734,94.5,4.0
NKE,SKE,0.14847681079988678,95.89999999999999,3.0
NKE,NFK,0.8591439979729505,76.1,91.0
NKE,SHO,0.3076997487724946,91.4,10.0
NKE,NEA,0.2829293360032874,92.10000000000001,6.0
NKE,NTT,0.378460063188502,89.5,16.0
NKE,LIN,0.05851731793162717,98.4,1.0
NKE,LIC,0.11228661391037477,96.89999999999999,2.0
LIC,WLI,0.11469016776274442,96.7,2.0
LIC,NKE,0.11228661391037477,96.8,1.0
LIC,LIN,0.168236649395459,95.19999999999999,3.0
LIC,NFK,0.9474566728297333,73.0,109.0
BRE,BRO,0.2899932082920552,93.4,8.0
BRE,NFK,0.12275635460853747,97.2,1.0
BRE,MSU,0.2693323928497642,93.89999999999999,6.0
BRE,SFK,0.5730598202833128,87.0,25.0
BRE,KIN,0.239457882435708,94.6,3.0
BRE,NNO,0.25411902751059146,94.3,4.0
BRE,WSK,0.23104464789252563,94.8,2.0
BRE,SNO,0.2694808636985963,93.89999999999999,7.0
NOW,BRO,0.04621466231536673,99.0,1.0
NOW,SNO,0.07399879651961583,98.4,2.0
NOW,NFK,0.22051432744222177,95.19999999999999,4.0
CRA,CMA,0.5596815430170523,79.4,44.0
CRA,LAC,0.3135819444021471,88.5,11.0
CRA,PEN,0.1352756898349933,95.0,1.0
CRA,RIB,0.19154023709021206,93.0,2.0
CRA,NYK,0.39139984869160643,85.6,24.0
CRA,LEC,0.5855012694775178,78.5,50.0
CRA,RIH,0.22539780033735834,91.7,4.0
CRA,SLA,0.4124446426027327,84.8,27.0
CRA,BRD,0.2377061005338833,91.3,5.0
CRA,HAG,0.33574920059479274,87.7,13.0
BAE,WLI,0.2860675015264828,91.2,16.0
BAE,BOS,0.20138440677754116,93.8,6.0
BAE,NLN,0.2693716777107024,91.7,13.0
BAE,DNC,0.1566840339014198,95.19999999999999,3.0
BAE,NFK,1.196683025012183,63.3,188.0
BAE,NEA,0.1339924540405496,95.89999999999999,2.0
BAE,MAS,0.16162366275778212,95.0,4.0
BAE,DEV,1.9270806295566156,40.8,345.0
BAE,ROT,0.1993422857181881,93.89999999999999,5.0
BAE,NTT,0.08423901523906424,97.39999999999999,1.0
BAE,OXF,0.8404824807669271,74.2,106.0
GED,RUS,0.09441444694563736,97.1,4.0
GED,NEA,0.1322588601438301,95.89999999999999,6.0
GED,ASH,0.09269334663483875,97.1,3.0
GED,NTT,0.13589279682242653,95.8,7.0
GED,NGM,0.05433728072145341,98.3,1.0
ASH,BOS,0.07861344632649434,97.5,3.0
ASH,DEV,1.6949282599392426,45.800000000000004,334.0
ASH,BRT,0.07302567366055782,97.7,2.0
ASH,AMB,0.12919287873645027,95.89999999999999,7.0
ASH,NEA,0.20214219342386086,93.5,15.0
ASH,MAS,0.07083805178568607,97.7,1.0
ASH,GED,0.09269334663483875,97.0,4.0
ASH,DBY,0.18116941755807334,94.19999999999999,13.0
ASH,NTT,0.14852883453883647,95.19999999999999,10.0
ASH,NGM,0.09687648850204925,96.89999999999999,5.0
NEA,WLI,0.3094028481863959,90.7,20.0
NEA,SKE,0.29568720646995206,91.10000000000001,17.0
NEA,MEL,0.210484543330493,93.60000000000001,8.0
NEA,RUS,0.1563535822014117,95.3,5.0
NEA,NFK,1.1401079871184676,65.60000000000001,199.0
NEA,LEC,0.4902035675289369,85.2,42.0
NEA,MAS,0.15323193686814907,95.39999999999999,4.0
NEA,BAE,0.1339924540405496,96.0,3.0
NEA,GED,0.1322588601438301,96.0,2.0
NEA,LIN,0.3086343410309434,90.7,19.0
NEA,ASH,0.20214219342386086,93.89999999999999,7.0
NEA,NTT,0.11019498783869336,96.7,1.0
NEA,NKE,0.2829293360032874,91.5,15.0
NEA,OXF,0.7181990043745085,78.3,80.0
BRT,RUS,0.1423746499449619,95.5,8.0
BRT,ERE,0.056392115848012174,98.2,2.0
BRT,AMB,0.12640967387984606,96.0,5.0
BRT,DBY,0.19325334619161016,93.89999999999999,13.0
BRT,ASH,0.07302567366055782,97.7,3.0
BRT,NTT,0.2024836066646284,93.60000000000001,16.0
BRT,NGM,0.05200739120829872,98.3,1.0
MAS,BOS,0.06832965664848012,97.8,1.0
MAS,NEA,0.15323193686814907,95.19999999999999,8.0
MAS,BAE,0.16162366275778212,94.89999999999999,9.0
MAS,DEV,1.7657431519691034,44.1,339.0
MAS,ASH,0.07083805178568607,97.8,2.0
MAS,NTT,0.07850040332253762,97.5,3.0
MAS,OXF,0.72294139897837,77.10000000000001,95.0
VAL,SWD,0.18943902963065098,94.8,4.0
VAL,COT,0.29963894210766273,91.8,9.0
VAL,CHR,0.22760465173501732,93.8,6.0
VAL,WIL,0.3748466031502013,89.7,15.0
VAL,SOX,0.22713594617257113,93.8,5.0
VAL,WBK,0.14424118381422144,96.0,3.0
VAL,OXO,0.14393079122956112,96.1,2.0
VAL,WOX,0.13447937597301177,96.3,1.0
VAL,GLS,0.4448817747291794,87.8,24.0
VAL,OXF,0.27184105554564636,92.5,7.0
SOX,VAL,0.22713594617257113,94.0,7.0
SOX,BUC,0.1843912903297143,95.1,6.0
SOX,CHR,0.24099644785973842,93.7,10.0
SOX,RDG,0.12660876816036204,96.7,1.0
SOX,WOK,0.1739829627313322,95.39999999999999,4.0
SOX,WBK,0.18341515016357385,95.19999999999999,5.0
SOX,OXO,0.129456393509737,96.6,2.0
SOX,OXF,0.27120408101845045,92.9,15.0
WOX,VAL,0.13447937597301177,96.2,1.0
WOX,STR,0.22667959685170774,93.60000000000001,6.0
WOX,CHR,0.15991881059991897,95.5,2.0
WOX,COT,0.2361195548717149,93.30000000000001,7.0
WOX,GLS,0.4635638718344474,86.9,31.0
WOX,OXF,0.19513170309475042,94.5,4.0
WOX,WAR,0.37022818762623855,89.5,16.0
OXO,SOX,0.129456393509737,96.5,1.0
OXO,CHR,0.13061644244318993,96.39999999999999,2.0
OXO,VAL,0.14393079122956112,96.1,3.0
OXO,OXF,0.17089427230354554,95.3,4.0
MEN,BAS,0.10582201247487315,97.0,1.0
MEN,WIL,0.37608958115636626,89.3,12.0
MEN,SSO,0.17044621825176012,95.1,4.0
MEN,NSM,0.1963057476337841,94.39999999999999,5.0
MEN,SEG,0.2532017063276261,92.80000000000001,8.0
MEN,SOM,0.12852065280449768,96.3,2.0
CAN,SST,0.1300055889249476,95.7,6.0
CAN,LIF,0.10612979320251738,96.5,3.0
CAN,STS,0.034112387640537596,98.9,1.0
CAN,WLL,0.07178753710125559,97.6,2.0
CAN,STA,0.1451578726178652,95.19999999999999,9.0
MSU,BRE,0.2693323928497642,94.19999999999999,7.0
MSU,BAB,0.16081391300729203,96.5,2.0
MSU,NFK,0.33771232766113857,92.7,11.0
MSU,ESK,0.22368980206550745,95.19999999999999,4.0
MSU,SFK,0.7441706696869368,84.0,47.0
MSU,WSK,0.2858979974485545,93.8,9.0
MSU,IPS,0.12882829780190538,97.2,1.0
MSU,SNO,0.19832641892239503,95.7,3.0
IPS,SFK,0.8195285526650901,82.69999999999999,64.0
IPS,ESK,0.2116646785424919,95.5,4.0
IPS,BAB,0.1484884412920656,96.89999999999999,3.0
IPS,MSU,0.12882829780190538,97.3,2.0
WAE,HRT,0.19110523510714708,95.5,10.0
WAE,HOR,0.19402865116724283,95.39999999999999,13.0
WAE,MOL,0.1938232573260917,95.39999999999999,12.0
WAE,SRY,0.13776401310935593,96.7,5.0
WAE,CHI,0.149203523995215,96.5,6.0
WAE,RUH,0.1151109898076684,97.3,3.0
WAE,EHA,0.20491959114806593,95.1,17.0
WAE,HAM,0.2931406466274864,93.0,31.0
WAE,GRT,0.075183150693502,98.2,1.0
WAE,WSX,0.19145184426473333,95.39999999999999,11.0
WAE,HAT,0.18586081527245088,95.6,9.0
WAE,WAR,0.4514472666801194,89.3,73.0
WOI,RUN,0.05157158284172496,98.8,3.0
WOI,SRY,0.026874046309912168,99.4,1.0
WOI,GRT,0.04164802653579021,99.0,2.0
WOI,ELM,0.1071074151299042,97.39999999999999,6.0
WOI,SUR,0.07053190574764294,98.3,4.0
SUR,RUN,0.08542189935583303,97.89999999999999,6.0
SUR,WNM,0.09201800340759828,97.8,8.0
SUR,BRC,0.05972812754152966,98.5,1.0
SUR,WOI,0.07053190574764294,98.3,3.0
SUR,HRT,0.06792437307117918,98.3,2.0
SUR,SRY,0.08524950038338946,97.89999999999999,5.0
SUR,RUH,0.07362207491258575,98.2,4.0
SUR,HAM,0.33656795742060464,91.8,49.0
SUR,GRT,0.09091793140216135,97.8,7.0
SUR,HAT,0.14434573755493832,96.5,13.0
RUN,WNM,0.1142201659609326,97.2,10.0
RUN,WOI,0.05157158284172496,98.8,3.0
RUN,SRY,0.030249092351923197,99.3,1.0
RUN,SPE,0.04891170922210312,98.8,2.0
RUN,ELM,0.09529691605518827,97.7,7.0
RUN,SUR,0.08542189935583303,97.89999999999999,5.0
GRT,HRT,0.1555200820818622,96.3,11.0
GRT,WOI,0.04164802653579021,99.0,1.0
GRT,MOL,0.14852100692317238,96.5,9.0
GRT,SRY,0.06461876304310774,98.5,2.0
GRT,RUH,0.12859449200180928,96.89999999999999,8.0
GRT,WAE,0.075183150693502,98.2,3.0
GRT,WAR,0.4154468841957625,90.10000000000001,73.0
GRT,ELM,0.12425640050448843,97.0,6.0
GRT,SUR,0.09091793140216135,97.8,4.0
REI,CRY,0.09019519142500286,97.89999999999999,5.0
REI,STN,0.06901982507758907,98.4,1.0
REI,MOL,0.08587193981012728,98.0,4.0
REI,EPS,0.06994151577424428,98.4,2.0
REI,WAR,0.565876291256646,86.9,102.0
REI,WSX,0.22324006818249786,94.8,35.0
REI,TAN,0.09370572778347688,97.8,6.0
REI,CRW,0.08090292677583152,98.1,3.0
MOL,REI,0.08587193981012728,98.0,1.0
MOL,HOR,0.1395854808140509,96.8,7.0
MOL,EPS,0.08840574613280329,97.89999999999999,2.0
MOL,KTT,0.1127229184357522,97.39999999999999,5.0
MOL,SRY,0.15507013760229127,96.39999999999999,11.0
MOL,WAE,0.1938232573260917,95.5,22.0
MOL,GRT,0.14852100692317238,96.5,10.0
MOL,WAR,0.5228944178181678,87.8,95.0
MOL,WSX,0.16546658972862097,96.2,15.0
MOL,ELM,0.10107492583853057,97.6,3.0
MOL,CRW,0.10521210498458898,97.6,4.0
ELM,RUN,0.09529691605518827,97.7,7.0
ELM,WOI,0.1071074151299042,97.39999999999999,9.0
ELM,MOL,0.10107492583853057,97.6,8.0
ELM,RIC,0.07227069636275753,98.3,4.0
ELM,KTT,0.06738655648989225,98.4,2.0
ELM,SRY,0.0867014571613266,97.89999999999999,6.0
ELM,SPE,0.06391356581273784,98.5,1.0
ELM,GRT,0.12425640050448843,97.0,13.0
ELM,WAR,0.42803238288190243,89.8,84.0
EPS,STN,0.0534429016924382,98.7,2.0
EPS,REI,0.06994151577424428,98.4,4.0
EPS,MOL,0.08840574613280329,97.89999999999999,8.0
EPS,KTT,0.03480831581494081,99.2,1.0
EPS,WAR,0.4977136382190083,88.3,95.0
RUG,STR,0.2195414978570203,93.5,11.0
RUG,WNT,0.20463454329576464,94.0,8.0
RUG,HIN,0.15140108526665189,95.5,4.0
RUG,WAW,0.1614170661097081,95.19999999999999,5.0
RUG,BLA,0.13368671287553133,96.1,3.0
RUG,HAO,0.215206416954365,93.7,10.0
RUG,LEC,0.5961172409418912,82.39999999999999,74.0
RUG,NUN,0.11585238693197657,96.6,1.0
RUG,COV,0.1174086431846315,96.5,2.0
RUG,WAR,0.44645512056069364,86.8,43.0
NUN,HIN,0.08848737444600445,97.3,2.0
NUN,LEC,0.49477486051299335,85.0,56.0
NUN,NWA,0.09622562153519255,97.1,3.0
NUN,COV,0.05916675065542758,98.2,1.0
NUN,RUG,0.11585238693197657,96.5,4.0
NUN,WAR,0.5594446526358615,83.0,67.0
MSS,LEE,0.12151592022632478,97.3,3.0
MSS,HOR,0.14940430672198907,96.7,5.0
MSS,WEA,0.20623851938400517,95.39999999999999,11.0
MSS,ESX,0.28995725611541484,93.5,24.0
MSS,BNH,0.1118013731107053,97.5,2.0
MSS,WAR,0.6969012584541356,84.39999999999999,113.0
MSS,WSX,0.17183081250039806,96.1,8.0
MSS,TAN,0.13882050677690716,96.89999999999999,4.0
MSS,CRW,0.07498078358790776,98.3,1.0
CRW,REI,0.08090292677583152,98.2,2.0
CRW,HOR,0.13996201294849192,96.8,5.0
CRW,MOL,0.10521210498458898,97.6,3.0
CRW,MSS,0.07498078358790776,98.3,1.0
CRW,WSX,0.16854820422469569,96.2,9.0
CRW,TAN,0.10591490644368161,97.6,4.0
CRW,WAR,0.6250574787201326,85.7,106.0
MAV,WYE,0.13122417980073187,95.7,2.0
MAV,SHR,0.3679753417802712,87.9,22.0
MAV,TEW,0.2159489025981054,92.9,4.0
MAV,HEF,0.24822537480225149,91.9,11.0
MAV,WOC,0.08130015521960246,97.3,1.0
MAV,WOR,0.297320752581981,90.2,16.0
MAV,FOE,0.24062127397367714,92.10000000000001,8.0
MAV,WYC,0.17846672110134496,94.1,3.0
MAV,GLS,0.9945764249830741,67.4,140.0
WYE,SST,0.16589946708657907,94.5,6.0
WYE,SHR,0.318901009163572,89.3,19.0
WYE,STS,0.2782584872744385,90.7,15.0
WYE,BRM,0.156466842285955,94.8,4.0
WYE,WOR,0.31618499316524984,89.4,18.0
WYE,MAV,0.13122417980073187,95.6,3.0
WYE,WYC,0.1915177621617987,93.60000000000001,8.0
WYC,STR,0.25956776834969947,91.8,16.0
WYC,WYE,0.1915177621617987,93.89999999999999,8.0
WYC,TEW,0.13955212214659146,95.6,5.0
WYC,COT,0.23931081225923795,92.4,14.0
WYC,BRM,0.12628658982932006,96.0,3.0
WYC,RED,0.09554821037755411,97.0,1.0
WYC,WOC,0.09937430033220172,96.89999999999999,2.0
WYC,WOR,0.12705910850740346,96.0,4.0
WYC,MAV,0.17846672110134496,94.39999999999999,7.0
WYC,GLS,0.8182205572791377,74.1,97.0
WYC,WAR,0.7351822021416362,76.7,76.0
BRM,STR,0.2645215898036093,91.5,21.0
BRM,WYE,0.156466842285955,95.0,8.0
BRM,DUD,0.09456044474403143,97.0,2.0
BRM,SST,0.19218016855140085,93.8,12.0
BRM,STS,0.24419224389637167,92.10000000000001,17.0
BRM,BIR,0.11670607793658881,96.2,5.0
BRM,RED,0.06333302335093206,98.0,1.0
BRM,WOR,0.2090790797530755,93.30000000000001,13.0
BRM,SOL,0.17722276192574082,94.3,11.0
BRM,WYC,0.12628658982932006,95.89999999999999,6.0
BRM,WAR,0.7623769292105114,75.5,94.0
WOC,WYC,0.09937430033220172,96.8,2.0
WOC,WOR,0.22340468093985352,92.80000000000001,10.0
WOC,MAV,0.08130015521960246,97.39999999999999,1.0
RED,STR,0.20975306575559685,93.30000000000001,12.0
RED,BRM,0.06333302335093206,98.0,1.0
RED,WOR,0.14801590095450126,95.3,5.0
RED,WYC,0.09554821037755411,97.0,2.0
RED,WAR,0.7057377322439615,77.60000000000001,77.0
